year,region,source_income,soc_eco_class,value,unit,source
2560,ภาคกลาง,รายได้ประจำ (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,15683.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),รวม,25556.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,25697.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,29987.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,13967.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,31301.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,46945.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),คนงานเกษตร,13814.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),คนงานทั่วไป,17521.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,24538.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,24080.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำ (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,16583.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,17773.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,19492.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,19813.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,12040.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,22114.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,35310.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,8893.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,12507.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,16585.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,16573.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,10169.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,22853.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,26089.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,16254.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,27548.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,27101.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,45207.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,10594.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,14129.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,19133.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,22364.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,11618.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,23039.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,29083.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,26858.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,13287.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,27758.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,42081.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,11156.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,14842.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,21437.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,22192.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,12265.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,23469.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,29105.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,28534.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,17487.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,29230.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,43505.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,12088.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,15053.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,21691.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,21751.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,12036.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),รวม,22314.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,22648.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,26824.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,11292.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,28005.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,42435.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานเกษตร,11638.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),คนงานทั่วไป,15176.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,21412.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,21565.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,12432.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,15495.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,18282.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,18194.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,11423.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,21252.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,33470.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,8324.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,11803.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,15825.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,16043.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,1159.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,20305.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,24826.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,15663.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,26488.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,42424.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,25902.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,9807.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,13498.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,18443.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,21823.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,864.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,20575.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,27865.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,25497.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,12451.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,26886.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,39800.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,10647.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,14130.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,20566.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,21645.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,1807.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,20924.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,27982.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,27160.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,16684.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,28269.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,41138.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,11403.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,14379.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),เสมียนพนักงาน พนักงานขายและให้บริการ,20761.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานในกระบวนการผลิต,21266.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,1476.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),รวม,19561.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,21323.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,25149.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,10518.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,26966.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,40103.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานเกษตร,10897.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2562,ภาคกลาง,รายได้ประจำที่เป็นตัวเงิน (รายได้จากการทำงาน),คนงานทั่วไป,14274.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
