year,region,type_expenditur,soc_eco_class,value,unit,source
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,228.23,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,168.76,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,389.75,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,1060.10,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),คนงานเกษตร,267.54,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),คนงานทั่วไป,306.75,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),เสมียนพนักงาน พนักงานขายและให้บริการ,418.86,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ปฏิบัติงานในกระบวนการผลิต,293.77,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,247.43,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ค่าใช้จ่ายส่วนบุคคล),รวมทั้งสิ้น,441.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),รวมทั้งสิ้น,80.99,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,78.43,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ภาคตะวันออกเฉียงเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,122.69,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,1842.89,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,1732.76,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,934.93,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,2833.42,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,6612.49,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),คนงานเกษตร,1177.06,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),คนงานทั่วไป,2213.60,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,3109.32,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,2904.34,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,1274.60,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),รวมทั้งสิ้น,2794.09,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,1923.42,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,1890.39,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,1123.37,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,2984.35,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,6876.05,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),คนงานเกษตร,1318.52,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),คนงานทั่วไป,1886.88,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),เสมียนพนักงาน พนักงานขายและให้บริการ,3120.34,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ปฏิบัติงานในกระบวนการผลิต,2969.65,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ทั่วประเทศ,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค (รวม),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,1319.97,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กทม. นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,รวมทั้งสิ้น,27566.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กทม. นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,27341.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กทม. นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,0.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กทม. นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,26260.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กทม. นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,47892.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,กทม. นนทบุรี ปทุมธานี และสมุทรปราการ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องดื่มที่มีแอลกอฮอล์),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,0.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,2744.11,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,2870.02,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),รวมทั้งสิ้น,3119.07,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,2781.12,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,3131.99,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,1993.01,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,3460.27,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,4968.13,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานเกษตร,2393.03,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานทั่วไป,2962.27,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,3288.36,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,2664.40,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,2997.56,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),รวมทั้งสิ้น,374.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,280.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,333.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,142.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,439.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,1115.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),คนงานเกษตร,160.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (เครื่องนุ่งห่มและรองเท้า),คนงานทั่วไป,259.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การศึกษา),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,150.09,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การศึกษา),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,164.26,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,256.50,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,กทม. นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,คนงานเกษตร,10155.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,83.38,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,75.71,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,84.19,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,47.45,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานเกษตร,89.46,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),คนงานทั่วไป,118.17,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,97.59,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ปฏิบัติงานในกระบวนการผลิต,145.63,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2560,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ยาสูบ หมาก ยานัตถุ์ และอื่นๆ),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,40.69,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),รวมทั้งสิ้น,2569.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,2260.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,2178.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,1365.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,2967.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,4221.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานเกษตร,1609.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),คนงานทั่วไป,1781.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2554,ภาคเหนือ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่างๆ),เสมียนพนักงาน พนักงานขายและให้บริการ,2824.00,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),รวมทั้งสิ้น,328.35,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เป็นของตนเอง,244.35,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ถือครองทำการเกษตร การปลูกพืช การเลี้ยงสัตว์ และการเพาะเลี้ยงสัตวน้ำ ซึ่งที่ดินส่วนใหญ่เช่าผู้อื่น/ที่สาธารณะ/อื่น ๆ,246.41,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ทำการประมง ป่าไม้ ล่าสัตว์ หาของป่า และบริการทางการเกษตร,153.03,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ดำเนินธุรกิจของตนเองที่ไม่ใช่การเกษตร,416.65,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ปฏิบัติงานวิชาชีพ นักวิชาการ และนักบริหารที่รับจ้าง,704.74,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),คนงานเกษตร,174.21,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),คนงานทั่วไป,168.85,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),เสมียนพนักงาน พนักงานขายและให้บริการ,273.21,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ปฏิบัติงานในกระบวนการผลิต,266.17,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2556,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),ผู้ไม่ได้ปฏิบัติงานในเชิงเศรษฐกิจ,295.57,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
2558,ทั่วประเทศ,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค (การบันเทิง การอ่านและกิจกรรมทางศาสนา),รวมทั้งสิ้น,332.18,บาทต่อเดือน,สำนักงานสถิติแห่งชาติ
